日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/04/13,新竹,THC,2.1,2,2.1,2.1,2,2,2,2,2,2,1.9,1.9,1.9,2,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2
2017/04/13,新竹,WD_HR,67,67,61,67,71,69,65,71,70,76,80,78,91,54,55,79,62,69,73,82,81,82,48,84
2017/04/13,新竹,WIND_DIREC,68,69,71,62,76,62,64,70,62,77,83,80,99,58,86,74,39,84,50,69,91,47,65,79
2017/04/13,新竹,WIND_SPEED,2.8,2.2,3.1,2.3,2.7,3.1,2.8,2.6,2.2,1.5,1.9,1.9,1.9,1.4,1.4,1.3,1.4,1.1,1.1,1.2,1.4,0.8,0.7,0.7
2017/04/13,新竹,WS_HR,2.4,2.2,2.7,2.4,2.2,2.1,1.9,2.5,2,1.3,1.7,1.4,1.3,1.1,0.7,1,1,0.8,1,1,1.1,0.8,0.6,0.6
2017/04/14,新竹,AMB_TEMP,18,18,18,18,19,19,19,19,20,21,22,23,24,24,25,26,25,24,24,23,23,23,22,22
2017/04/14,新竹,CH4,2,2,2.1,2,2.1,2.1,2.2,2.2,2.1,2.1,2,1.9,1.9,1.9,1.9,1.8,1.8,1.9,1.9,2,2.2,2.2,2.2,2.2
2017/04/14,新竹,CO,0.59,0.63,0.59,0.48,0.48,0.49,0.68,1.07,1.11,0.96,0.89,0.62,0.54,0.46,0.38,0.42,0.43,0.56,0.67,1.03,2.17,1.63,1.49,1.36
2017/04/14,新竹,NMHC,0.29,0.34,0.26,0.18,0.3,0.29,0.55,0.61,0.41,0.34,0.28,0.31,0.26,0.2,0.13,0.14,0.12,0.2,0.28,0.49,0.92,0.63,0.57,0.55
2017/04/14,新竹,NO,6.8,6.9,6.7,1.5,2.7,3,14,32,32,21,9.8,7.3,6.9,5.4,2.3,2.3,1.8,1.5,1.6,2.1,32,36,37,33
2017/04/14,新竹,NO2,35,35,29,17,21,20,27,32,31,32,34,29,27,23,11,15,13,21,30,46,56,35,26,24
2017/04/14,新竹,NOx,42,42,36,19,24,23,41,64,63,53,44,37,34,28,14,17,15,22,31,48,88,71,63,57
2017/04/14,新竹,O3,0.6,0.2,2.7,6.2,4.9,7.7,1.8,1.5,2.2,11,18,32,39,52,64,54,58,50,35,14,0.5,-0.2,0,-0.2
2017/04/14,新竹,PM10,34,35,37,37,34,31,33,36,40,34,36,48,43,40,43,40,53,67,76,80,80,69,53,47
2017/04/14,新竹,PM2.5,22,21,18,18,18,16,17,18,18,17,18,18,18,28,28,18,19,24,28,31,34,28,20,21
2017/04/14,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/14,新竹,RH,89,89,90,89,89,89,90,89,87,82,77,74,71,69,70,66,73,76,79,81,81,83,84,85
2017/04/14,新竹,SO2,2.5,1.5,1.1,1,1,1,1.2,1.7,1.8,1.9,2,4,4.5,3.6,2.5,2,1.7,2.2,2.7,3.3,3.8,3,2.3,2.2
2017/04/14,新竹,THC,2.3,2.4,2.4,2.2,2.4,2.4,2.8,2.8,2.5,2.4,2.3,2.2,2.2,2.1,2,2,2,2.1,2.2,2.5,3.1,2.8,2.8,2.8
2017/04/14,新竹,WD_HR,42,131,177,151,133,92,89,75,75,65,49,62,63,342,360,62,296,311,320,1.2,172,44,121,106
2017/04/14,新竹,WIND_DIREC,45,165,188,112,169,116,70,42,37,49,44,54,51,295,84,51,288,319,343,81,332,60,96,218
2017/04/14,新竹,WIND_SPEED,0.5,0.7,0.7,0.6,0.7,0.5,0.5,0.6,0.8,0.5,0.7,1.1,1.3,1.7,0.9,1.6,0.9,0.7,0.7,0.8,0.4,0.6,0.5,0.5
2017/04/14,新竹,WS_HR,0.2,0.4,0.6,0.5,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.8,0.6,0.5,0.3,0.7,1,0.5,0.2,0.3,0.3,0.4,0.3,0.3
2017/04/15,新竹,AMB_TEMP,21,21,21,21,20,20,21,22,24,24,24,25,26,26,27,26,26,26,26,25,25,25,24,24
2017/04/15,新竹,CH4,2.4,2.2,2.3,2.2,2.2,2.1,2.3,2.3,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.9,1.9,2,2.2,2.3,2.3,2.3,2.2
2017/04/15,新竹,CO,1.51,0.86,0.73,0.58,0.57,0.51,0.75,1.02,0.78,0.74,0.61,0.55,0.53,0.54,0.51,0.4,0.52,0.68,0.93,1.46,1.76,1.72,1.38,1.07
2017/04/15,新竹,NMHC,0.72,0.69,0.58,0.35,0.48,0.28,0.37,0.49,0.24,0.22,0.17,0.18,0.12,0.1,0.1,0.07,0.12,0.17,0.27,0.49,0.61,0.62,0.46,0.41
2017/04/15,新竹,NO,42,23,19,8.8,9.4,3.5,13,24,12,10,10,5.7,2.9,2.5,2.3,1.6,1.5,1.7,1.4,5.8,19,27,19,7.1
2017/04/15,新竹,NO2,22,17,16,16,16,16,18,28,23,27,26,20,14,16,13,6.7,17,18,25,40,45,46,41,33
2017/04/15,新竹,NOx,64,40,35,25,25,20,31,52,35,37,36,26,16,18,15,8.3,19,19,26,46,64,73,60,41
2017/04/15,新竹,O3,-0.1,-0.1,-0.1,-0.1,0,2.2,2.2,3.3,12,15,19,34,55,60,57,59,46,41,34,12,0.9,0.9,0,0.4
2017/04/15,新竹,PM10,43,37,39,40,36,38,39,36,43,65,70,66,61,60,52,38,37,34,45,57,55,53,56,58
2017/04/15,新竹,PM2.5,23,21,16,13,10,10,13,16,18,21,27,29,32,33,26,19,20,18,18,26,24,25,31,32
2017/04/15,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/15,新竹,RH,86,86,86,86,86,85,84,80,77,78,79,77,74,73,66,68,67,65,72,74,75,77,79,81
2017/04/15,新竹,SO2,2.2,1.4,1.2,1,0.9,0.8,1.1,1.5,2.6,3.4,3.2,3.7,3.5,3.3,4,2.2,3,2.3,2,1.9,2.1,2.3,2,1.7
2017/04/15,新竹,THC,3.1,2.9,2.9,2.6,2.7,2.4,2.6,2.8,2.3,2.2,2.1,2.1,2,2,1.9,1.9,2,2.1,2.3,2.7,2.9,2.9,2.7,2.6
2017/04/15,新竹,WD_HR,123,83,113,80,99,80,75,90,287,337,302,297,299,300,281,295,266,233,314,274,169,129,67,83
2017/04/15,新竹,WIND_DIREC,71,99,96,349,79,147,102,173,287,324,305,301,300,297,299,303,267,353,305,217,121,79,65,139
2017/04/15,新竹,WIND_SPEED,0.7,0.7,0.8,0.5,0.6,0.7,0.8,0.5,0.9,1.1,1.3,1.5,2,1.5,2,1,0.9,1,0.7,0.7,0.7,0.9,0.7,0.6
2017/04/15,新竹,WS_HR,0.5,0.4,0.5,0.2,0.5,0.3,0.3,0.4,0.5,0.4,1.1,0.6,1.3,0.9,1.5,1.5,0.6,0.5,0.5,0.4,0.5,0.5,0.6,0.5
2017/04/16,新竹,AMB_TEMP,24,24,24,24,24,23,23,24,26,27,28,29,29,29,28,28,27,27,26,26,26,25,25,25
2017/04/16,新竹,CH4,2.4,2.4,2.3,2.1,2.2,2.2,2.4,2.2,2.1,2,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8
2017/04/16,新竹,CO,1.28,0.98,0.75,0.61,0.61,0.62,0.76,0.84,0.96,0.75,0.5,0.38,0.35,0.33,0.3,0.26,0.23,0.27,0.36,0.42,0.51,0.57,0.43,0.4
2017/04/16,新竹,NMHC,0.48,0.38,0.25,0.19,0.2,0.29,0.4,0.41,0.35,0.21,0.11,0.08,0.06,0.05,0.05,0.04,0.04,0.05,0.08,0.11,0.14,0.17,0.12,0.11
2017/04/16,新竹,NO,18,6.6,1.3,1.4,1.5,2.3,5.8,10,6.9,7.1,3.9,2.5,1.7,1.3,1.6,1.8,1.8,1.5,1.4,1.5,1.5,8.3,3.7,1.9
2017/04/16,新竹,NO2,32,27,23,16,17,18,21,26,24,24,12,7.6,4.5,3.9,3.7,3.1,2.8,3.2,6.7,11,12,19,16,13
2017/04/16,新竹,NOx,50,33,24,18,19,20,27,37,31,32,16,10,6.2,5.2,5.4,4.9,4.6,4.7,8.1,13,13,27,20,15
2017/04/16,新竹,O3,0,5.5,6.7,8.6,8.8,3,4.4,9.1,20,32,37,41,48,47,36,26,24,21,20,15,15,3.6,6.2,10
2017/04/16,新竹,PM10,56,53,53,58,63,59,55,55,52,55,52,40,37,36,34,25,19,25,30,32,24,22,28,27
2017/04/16,新竹,PM2.5,33,31,30,30,28,27,27,26,32,36,28,20,20,20,18,9,6,5,4,7,8,9,9,8
2017/04/16,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/16,新竹,RH,81,81,81,83,84,83,82,78,72,68,63,60,60,64,66,65,66,69,71,72,72,76,78,77
2017/04/16,新竹,SO2,1.8,1.5,1.8,2.1,2.3,1.6,1.6,2.1,2.5,4.4,3.9,3,2.4,2.2,2.2,1.7,1.5,1.5,1.5,1.7,1.5,1.8,1.5,1.6
2017/04/16,新竹,THC,2.9,2.7,2.6,2.3,2.4,2.5,2.8,2.6,2.5,2.2,2,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,2,2,1.9,2
2017/04/16,新竹,WD_HR,185,284,258,173,85,97,85,60,34,250,261,284,293,288,277,275,295,271,304,244,239,209,175,175
2017/04/16,新竹,WIND_DIREC,128,300,174,190,102,169,74,14,349,255,261,290,297,304,255,280,298,259,318,218,225,179,168,118
2017/04/16,新竹,WIND_SPEED,0.5,0.9,1,0.7,1.1,0.7,1.2,0.7,0.7,0.9,1.6,2.3,2.6,3,2.6,2.5,1.6,0.8,0.7,1.3,1.3,1,0.9,0.6
2017/04/16,新竹,WS_HR,0.4,0.5,0.5,0.7,0.2,0.7,0.5,0.4,0.6,0.5,0.6,1.5,2.2,2.1,2.1,1.9,1.4,0.9,0.9,1.2,1,0.9,0.5,0.7
2017/04/17,新竹,AMB_TEMP,25,25,25,24,24,24,24,25,27,29,30,31,30,29,28,27,27,26,27,27,26,26,26,26
2017/04/17,新竹,CH4,1.9,1.9,2.2,2.2,2.1,2.1,2.2,2,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8
2017/04/17,新竹,CO,0.43,0.37,0.39,0.37,0.34,0.34,0.55,0.71,0.51,0.42,0.4,0.35,0.38,0.33,0.3,0.28,0.32,0.4,0.52,0.64,0.56,0.56,0.33,0.21
2017/04/17,新竹,NMHC,0.18,0.23,0.25,0.31,0.31,0.32,0.29,0.22,0.16,0.12,0.12,0.13,0.11,0.12,0.1,0.14,0.14,0.1,0.15,0.17,0.14,0.18,0.1,0.06
2017/04/17,新竹,NO,2.4,2.6,2,1,0.7,0.9,9.8,14,8.2,6.5,3.8,2.5,2.2,2.8,2.8,2.4,2.4,1.6,2.4,2.8,2.2,2.9,1.4,1.1
2017/04/17,新竹,NO2,17,14,13,14,13,13,16,20,16,14,11,9.9,13,16,11,11,14,8.1,16,18,17,19,14,12
2017/04/17,新竹,NOx,20,17,15,15,14,14,26,34,24,20,15,12,15,19,13,13,16,9.7,18,21,19,22,15,13
2017/04/17,新竹,O3,3.5,1.6,1.1,1.6,4.1,3.5,3.2,7.6,15,22,29,36,45,40,31,28,23,24,10,7,7.2,5.1,12,12
2017/04/17,新竹,PM10,31,34,30,31,34,35,37,38,43,44,50,54,62,67,58,55,46,31,24,24,29,29,35,37
2017/04/17,新竹,PM2.5,12,11,8,11,14,15,15,17,18,18,15,10,14,20,18,12,12,12,7,6,7,6,8,8
2017/04/17,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/17,新竹,RH,78,79,80,80,78,79,79,76,73,66,57,54,66,70,73,76,78,80,76,75,79,81,83,85
2017/04/17,新竹,SO2,1.4,1.5,1.3,1.2,1.5,1.3,1.7,2.7,3.2,2.7,2.9,2.5,1.8,2.5,1.6,1.6,1.5,1.6,1.6,2.1,2.3,2.3,2.3,2.1
2017/04/17,新竹,THC,2.1,2.2,2.4,2.5,2.4,2.4,2.5,2.2,2,1.9,1.9,1.9,1.9,2,1.9,1.9,1.9,1.8,1.9,2,1.9,2,1.9,1.8
2017/04/17,新竹,WD_HR,86,96,164,117,135,79,166,229,251,247,251,255,251,257,253,252,249,245,236,253,250,259,262,248
2017/04/17,新竹,WIND_DIREC,92,95,189,84,92,83,224,237,268,245,256,256,249,258,256,245,246,242,246,250,244,270,259,243
2017/04/17,新竹,WIND_SPEED,1.3,0.8,0.7,0.6,0.7,0.7,0.6,1.3,2.6,3.3,4.1,3.9,3.9,3.9,4.3,4,3.8,3.3,1.8,2.2,2.2,1.9,2.8,2.8
2017/04/17,新竹,WS_HR,0.7,0.7,0.5,0.3,0.4,0.3,0.4,0.9,2.2,2.5,3.4,3.6,3.9,3.7,3.8,3.9,3.4,3.1,2,2,2.3,1.2,2.3,2.6
2017/04/18,新竹,AMB_TEMP,26,26,26,25,25,25,25,25,26,26,27,27,27,26,26,26,26,26,26,26,26,26,25,25
2017/04/18,新竹,CH4,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9
2017/04/18,新竹,CO,0.18,0.26,0.19,0.12,0.14,0.15,0.19,0.32,0.34,0.33,0.36,0.31,0.31,0.29,0.27,0.34,0.33,0.45,0.48,0.48,0.51,0.51,0.47,0.44
2017/04/18,新竹,NMHC,0.06,0.1,0.03,0.03,0.01,0.02,0.04,0.09,0.1,0.12,0.13,0.14,0.11,0.1,0.09,0.12,0.09,0.12,0.12,0.11,0.14,0.15,0.13,0.13
2017/04/18,新竹,NO,0.6,1.3,1,3.3,1.5,0.8,1.6,3.4,4.7,9.3,6.8,3.1,4.3,3.5,2.6,2.2,1.2,1,0.7,0.8,1.2,1,0.7,0.9
2017/04/18,新竹,NO2,6.5,14,9.2,14,5.9,6.5,7.3,9.3,9.6,13,13,13,14,15,12,16,7.8,12,13,17,29,14,11,11
2017/04/18,新竹,NOx,7.1,16,10,18,7.3,7.2,8.9,13,14,22,20,16,19,18,15,18,9,13,14,18,30,15,11,12
2017/04/18,新竹,O3,12,3.9,11,6.6,12,10,9.5,8.8,11,9.2,16,29,20,25,31,30,41,40,38,34,20,33,34,28
2017/04/18,新竹,PM10,28,25,30,27,22,22,26,26,29,36,45,56,48,49,58,52,50,49,46,49,54,58,58,56
2017/04/18,新竹,PM2.5,5,3,2,4,4,3,8,8,9,10,14,18,12,9,14,16,17,18,18,22,25,22,23,28
2017/04/18,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/18,新竹,RH,83,81,83,85,86,86,86,84,81,80,74,74,76,78,78,80,81,83,84,84,84,85,86,86
2017/04/18,新竹,SO2,1.9,2.6,1.9,2.3,1.8,1.6,1.6,1.6,1.6,2.3,2.1,1.9,2.1,2,1.7,1.8,1.4,1.3,1.6,1.7,2.9,2.5,1.4,1.5
2017/04/18,新竹,THC,1.9,1.9,1.8,1.8,1.7,1.7,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.9,1.8,1.9,1.9,1.9,2,2,2,2.1
2017/04/18,新竹,WD_HR,240,240,251,254,253,252,251,257,252,259,250,255,254,256,253,252,251,255,261,254,255,243,242,250
2017/04/18,新竹,WIND_DIREC,233,248,253,255,251,247,260,259,257,264,242,256,253,260,257,246,251,259,257,246,246,251,247,249
2017/04/18,新竹,WIND_SPEED,1.9,2.6,2.8,3.7,3.5,3.3,2.3,3.3,2.6,3.6,3.6,3.5,3.9,3,3.5,2.7,3.2,2.9,3.2,2.8,2.7,2.1,1.4,1.1
2017/04/18,新竹,WS_HR,2.3,1.9,2.5,3.4,3.4,2.7,2.6,2.8,2.7,3.1,3.8,3.3,3.2,3.2,3.5,2.9,3.1,2.7,2.9,2.9,2.2,1.9,1.2,0.9
2017/04/19,新竹,AMB_TEMP,25,25,25,25,25,25,25,25,26,27,28,29,28,27,26,26,26,26,26,24,24,24,25,24
2017/04/19,新竹,CH4,1.9,1.9,2,2,2,1.9,2,1.9,2,2,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,2
2017/04/19,新竹,CO,0.36,0.32,0.34,0.37,0.32,0.33,0.42,0.56,0.7,0.68,0.43,0.42,0.35,0.34,0.33,0.37,0.34,0.41,0.5,0.38,0.4,0.41,0.52,0.47
2017/04/19,新竹,NMHC,0.13,0.09,0.13,0.22,0.17,0.19,0.21,0.19,0.33,0.31,0.15,0.2,0.09,0.08,0.09,0.1,0.87,0.33,0.13,0.09,0.1,0.12,0.13,0.13
2017/04/19,新竹,NO,0.7,0.7,0.6,1.3,1.4,2.5,5.7,10,12,8.4,2.6,2.1,1.4,6.1,11,8.4,1.5,1.2,1.1,1.6,1.4,1.1,1.1,1.2
2017/04/19,新竹,NO2,9.8,8.8,8.5,13,13,13,13,16,25,27,13,13,9.7,16,20,19,12,13,13,20,11,9.8,12,12
2017/04/19,新竹,NOx,10,9.4,9.1,14,14,15,19,27,37,36,16,15,11,22,31,28,13,14,14,21,12,11,13,13
2017/04/19,新竹,O3,30,35,24,6.7,5,3.6,4.2,5.6,11,23,43,68,73,62,50,50,53,50,45,21,34,42,38,32
2017/04/19,新竹,PM10,59,61,59,57,57,55,53,52,57,68,0,69,74,129,137,94,88,76,68,66,58,57,57,52
2017/04/19,新竹,PM2.5,29,29,30,27,23,28,28,28,33,37,-2,49,43,41,42,38,40,40,36,32,30,29,32,32
2017/04/19,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/19,新竹,RH,87,86,86,85,84,82,80,79,78,74,70,69,72,75,79,80,80,79,80,86,85,83,80,82
2017/04/19,新竹,SO2,1.5,1.4,1.2,1.4,1.4,1.4,1.6,1.9,2,2.2,2.4,2,1.6,1.3,1.4,1.3,2.6,2.4,1.5,2,1.9,1.7,1.5,1.5
2017/04/19,新竹,THC,2.1,2,2.1,2.2,2.2,2.1,2.2,2.1,2.3,2.3,2,2.1,1.9,1.9,1.9,1.9,2.7,2.1,1.9,1.9,1.9,1.9,2,2.1
2017/04/19,新竹,WD_HR,244,239,358,96,80,83,58,77,75,301,270,286,308,301,293,296,321,311,290,298,302,63,216,268
2017/04/19,新竹,WIND_DIREC,253,240,45,73,109,87,73,97,25,294,271,301,332,59,302,319,13,297,292,256,122,40,198,294
2017/04/19,新竹,WIND_SPEED,1.7,0.7,0.6,0.8,1,1.4,0.8,1,0.8,1.7,1.9,2.4,2.1,1.6,1.7,1.4,1.1,1.2,2.3,1.2,0.7,0.6,0.9,0.9
2017/04/19,新竹,WS_HR,1,0.9,0.3,0.6,0.6,1.1,0.7,0.4,0.4,0.5,1.4,1.5,1.3,1.5,1.3,1.3,0.5,0.6,1.4,1.2,1,0.3,0.4,0.8
2017/04/20,新竹,AMB_TEMP,24,24,24,24,24,24,24,25,26,26,25,24,25,26,28,27,27,26,26,26,26,26,26,26
2017/04/20,新竹,CH4,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2017/04/20,新竹,CO,0.36,0.31,0.26,0.27,0.33,0.35,0.46,0.68,0.51,0.45,0.49,0.39,0.35,0.34,0.38,0.34,0.37,0.48,0.55,0.48,0.52,0.52,0.37,0.36
2017/04/20,新竹,NMHC,0.09,0.07,0.06,0.09,0.11,0.15,0.13,0.18,0.14,0.13,0.17,0.13,0.11,0.15,0.15,0.13,0.13,0.13,0.14,0.11,0.11,0.15,0.13,0.11
2017/04/20,新竹,NO,1.2,1.1,1,0.7,0.7,0.8,2.8,4.9,4.1,3.3,2.7,3.7,4.1,3.5,2.3,2,2.8,3.2,1.7,1.4,2.9,4.5,3.6,1.8
2017/04/20,新竹,NO2,11,9.8,7.3,14,10,16,19,21,15,13,17,14,8.8,9.2,8.2,7.3,12,17,17,14,17,18,17,17
2017/04/20,新竹,NOx,12,11,8.3,14,11,16,22,26,19,17,19,18,13,13,11,9.4,15,20,19,16,20,22,20,19
2017/04/20,新竹,O3,29,30,35,25,22,18,14,11,24,25,21,19,24,29,35,35,26,25,19,18,7.6,5.2,6.2,4.5
2017/04/20,新竹,PM10,52,50,51,50,43,39,36,35,39,44,93,97,38,25,30,35,41,40,35,32,26,26,23,21
2017/04/20,新竹,PM2.5,28,29,31,29,24,22,19,18,17,12,18,19,10,11,14,12,15,16,15,15,15,12,9,9
2017/04/20,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,2.4,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/04/20,新竹,RH,84,82,80,78,77,77,75,73,74,74,80,86,82,75,68,69,68,72,77,79,73,73,74,73
2017/04/20,新竹,SO2,1.4,1.7,1.5,1.5,1.3,1.3,1.3,1.4,2.4,2.3,1.9,1.6,1.5,1.9,2.2,1.9,2.1,2.4,2.4,3.1,3.7,3.9,3.4,2.8
2017/04/20,新竹,THC,2,2,1.9,2,2.1,2.1,2.1,2.1,2,1.9,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017/04/20,新竹,WD_HR,230,191,180,191,194,181,184,249,258,228,241,227,232,261,258,256,260,245,250,245,242,249,245,244
2017/04/20,新竹,WIND_DIREC,244,180,179,225,194,248,190,253,245,223,245,191,259,252,258,255,261,246,247,237,248,248,241,248
2017/04/20,新竹,WIND_SPEED,1.1,1.1,0.7,0.8,0.8,0.9,0.9,1.7,1.9,1.6,1.7,2.2,1.5,3.5,3.8,3.8,3,2.8,2.9,3.1,2.8,2.8,2.4,2.3
2017/04/20,新竹,WS_HR,0.7,0.9,0.9,0.6,0.7,0.5,0.8,0.9,1.8,1.5,1.3,1.3,0.9,2.1,2.9,3.3,3.2,2.7,2.5,2.9,2.6,2.8,2.7,1.8
2017/04/21,新竹,AMB_TEMP,26,25,25,25,25,25,25,26,28,29,29,29,30,30,29,27,25,24,24,22,21,20,19,19
2017/04/21,新竹,CH4,1.8,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.8,1.8
2017/04/21,新竹,CO,0.34,0.25,0.24,0.22,0.17,0.22,0.28,0.37,0.34,0.34,0.44,0.44,0.34,0.27,0.32,0.28,0.33,0.41,0.4,0.44,0.45,0.42,0.33,0.25
2017/04/21,新竹,NMHC,0.11,0.11,0.08,0.08,0.05,0.07,0.09,0.12,0.1,0.12,0.16,0.18,0.12,0.11,0.19,5.81,0.61,0.29,0.19,0.19,0.19,0.16,0.13,0.12
2017/04/21,新竹,NO,2.3,1.1,1,1.1,1.1,1.3,3.4,5.3,4.5,3,4.2,4.7,5.7,5.5,5,2.2,1.3,1,1,0.9,1.1,1.3,1.2,1
2017/04/21,新竹,NO2,19,12,9.7,10,7.3,10,15,13,9.3,9.2,16,17,13,9.9,7.9,8.8,12,13,12,8.9,11,11,9.9,9.4
2017/04/21,新竹,NOx,21,13,11,11,8.4,11,19,19,14,12,21,21,19,15,13,11,13,14,13,9.8,13,12,11,10
2017/04/21,新竹,O3,4.2,9.6,10,8.8,15,17,15,17,26,36,34,31,25,23,23,27,30,31,35,51,60,57,55,52
2017/04/21,新竹,PM10,22,22,21,21,19,18,21,22,23,56,71,53,44,35,605,611,52,52,38,31,28,25,25,22
2017/04/21,新竹,PM2.5,8,6,5,6,5,4,7,8,8,8,12,13,13,12,99,102,18,22,18,13,10,10,11,10
2017/04/21,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1.6,5.2,5,1.6,2.2,0.8,3.6,0.2
2017/04/21,新竹,RH,71,72,75,74,74,73,72,68,61,59,60,63,59,60,64,75,84,87,86,87,85,83,85,84
2017/04/21,新竹,SO2,2.7,2.2,1.9,1.9,1.8,2.4,3.1,3,2.4,2.5,4,4.3,3.5,3.2,2,12,4.8,2.8,2.4,2,1.7,1.4,1.4,1.8
2017/04/21,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.9,7.6,2.4,2.1,2,2.1,2.1,2,2,1.9
2017/04/21,新竹,WD_HR,250,238,216,234,225,226,235,242,247,255,253,250,253,256,255,280,292,266,286,61,66,69,67,75
2017/04/21,新竹,WIND_DIREC,255,191,225,242,223,226,245,237,252,263,252,253,252,256,258,299,286,245,302,77,69,68,72,70
2017/04/21,新竹,WIND_SPEED,2.1,1,1.6,2.5,2.1,2.2,1.7,2.2,3.5,3.6,3.9,3.1,4.6,3.2,3.9,3.3,2,2.1,2.7,3.3,4.6,4.1,2.7,3.1
2017/04/21,新竹,WS_HR,1.7,1.4,1.1,1.8,2.1,1.7,1.7,2.1,2.8,3.4,3.3,3.2,3.7,3.7,3.6,2.6,2,1.7,1.8,1.2,2.6,3.1,2.8,2.4
2017/04/22,新竹,AMB_TEMP,19,19,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17
2017/04/22,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8
2017/04/22,新竹,CO,0.21,0.2,0.17,0.2,0.23,0.24,0.27,0.34,0.37,0.44,0.46,0.58,0.51,0.48,0.48,0.5,0.51,0.56,0.53,0.49,0.45,0.42,0.36,0.29
2017/04/22,新竹,NMHC,0.11,0.11,0.08,0.09,0.1,0.08,0.1,0.13,0.13,0.16,0.17,0.23,0.22,0.2,0.17,0.19,0.19,0.2,0.17,0.13,0.12,0.11,0.09,0.06
2017/04/22,新竹,NO,1,0.9,0.9,0.3,0.3,0.4,0.4,0.8,0.8,1,1.6,2.3,2.2,2.2,1.5,1.3,0.9,1.1,0.4,0.4,0.6,0.7,0.4,0.4
2017/04/22,新竹,NO2,9.3,8.9,5.5,6.5,5.8,6.4,12,15,14,19,21,27,24,23,19,19,20,26,19,16,14,14,12,8.8
2017/04/22,新竹,NOx,10,9.8,6.4,6.8,6.1,6.8,13,16,15,20,22,29,26,25,21,21,21,27,20,16,14,15,12,9.2
2017/04/22,新竹,O3,51,51,59,58,60,60,51,49,51,45,42,35,38,40,45,45,44,35,43,47,48,51,58,65
2017/04/22,新竹,PM10,21,21,16,17,30,33,31,38,43,46,46,47,45,37,37,47,59,68,64,49,33,27,43,55
2017/04/22,新竹,PM2.5,5,4,7,6,10,10,5,9,20,22,19,22,26,21,18,26,31,31,31,27,19,18,22,24
2017/04/22,新竹,RAINFALL,NR,0.4,0.4,0.8,NR,NR,1,0.2,NR,NR,0.2,0.2,NR,NR,NR,NR,NR,NR,NR,0.4,0.6,NR,0.2,NR
2017/04/22,新竹,RH,82,82,82,85,82,79,79,78,77,78,80,83,83,81,77,76,77,78,78,81,82,82,75,66
