日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/11/27,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9
2017/11/27,新竹,CO,0.27,0.2,0.2,0.19,0.19,0.2,0.21,0.34,0.36,0.32,0.32,0.29,0.28,0.29,0.31,0.34,0.37,0.38,0.45,0.5,0.53,0.49,0.45,0.41
2017/11/27,新竹,NMHC,0.04,0.04,0.04,0.04,0.03,0.05,0.05,0.09,0.11,0.09,0.1,0.11,0.1,0.1,0.13,0.17,0.17,0.14,0.15,0.15,0.18,0.16,0.17,0.14
2017/11/27,新竹,NO,0.3,0.3,-0.3,-0.3,-0.3,0.1,0.1,0.8,2.2,2.9,2.2,2.4,1.8,1.8,1.8,1.7,1.4,0.5,0.5,0.2,0.8,0.9,0.5,0.1
2017/11/27,新竹,NO2,7.5,8.3,5.2,5.1,4.5,5.8,7.4,14,16,13,12,12,9.9,11,12,16,20,17,18,20,25,24,20,17
2017/11/27,新竹,NOx,7.8,8.6,4.9,4.7,4.1,5.9,7.6,15,18,16,14,14,12,12,14,18,21,18,19,21,26,25,20,17
2017/11/27,新竹,O3,36,34,38,37,38,35,33,26,28,32,36,39,41,39,37,31,25,25,23,20,14,14,16,18
2017/11/27,新竹,PM10,28,31,27,23,22,21,18,19,19,22,26,31,31,22,23,26,25,22,20,20,22,25,20,19
2017/11/27,新竹,PM2.5,10,11,10,8,7,9,8,3,11,12,9,9,8,3,5,11,8,8,11,13,12,14,14,12
2017/11/27,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/11/27,新竹,RH,85,85,85,84,86,86,86,85,78,72,69,66,64,64,66,69,72,72,72,72,73,74,76,76
2017/11/27,新竹,SO2,2.9,1.1,0.7,0.9,0.7,0.7,0.9,1.4,2.4,2.3,1.6,1.5,1.6,1.6,1.7,1.7,1.7,2,2,1.5,1.5,1.6,1.1,1
2017/11/27,新竹,THC,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,1.9,2,2,2,2,2,2
2017/11/27,新竹,WD_HR,47,49,55,58,52,46,51,52,58,63,66,62,58,52,47,46,60,63,59,59,68,69,77,93
2017/11/27,新竹,WIND_DIREC,53,58,58,50,44,43,57,56,67,68,68,65,55,55,48,43,63,65,51,50,87,64,86,109
2017/11/27,新竹,WIND_SPEED,3.4,3,2.9,4.1,3.4,3.5,3.8,3.1,5.2,4.5,4.5,4.7,4.1,4,4.1,3.4,3.9,3.1,1.9,1.3,1.3,1.1,1.4,1
2017/11/27,新竹,WS_HR,3.5,3.2,2.6,2.9,2.7,2.9,2.6,2.9,3.2,3.5,4,3.7,3.6,3.3,3.5,3.1,2.7,2.9,2,1.2,1,1,0.9,0.7
2017/11/28,新竹,AMB_TEMP,23,22,22,21,21,20,21,22,23,24,26,27,28,28,27,26,25,25,25,24,24,23,23,23
2017/11/28,新竹,CH4,1.9,2.1,2.3,2.3,2.1,2,2,2,2.1,2.1,2,1.9,1.9,1.8,1.8,1.8,1.8,1.9,1.9,1.9,2,2,2,2
2017/11/28,新竹,CO,0.39,0.44,0.37,0.36,0.25,0.22,0.3,0.6,0.96,0.77,0.63,0.35,0.32,0.22,0.23,0.23,0.33,0.79,0.79,0.73,0.7,0.71,0.6,0.39
2017/11/28,新竹,NMHC,0.14,0.19,0.21,0.34,0.31,0.22,0.13,0.24,0.39,0.49,0.41,0.24,0.15,0.1,0.1,0.1,0.13,0.31,0.29,0.26,0.27,0.27,0.23,0.16
2017/11/28,新竹,NO,-0.1,0.5,1.7,4.7,8.7,6.8,9.5,20,24,27,16,6.4,4.5,0.7,1.1,0.7,0.7,0.2,2.8,2.3,2,2.1,0.6,0
2017/11/28,新竹,NO2,17,21,21,20,14,12,14,18,25,31,36,25,17,10,10,10,16,26,32,31,29,29,26,22
2017/11/28,新竹,NOx,17,22,23,25,23,18,23,38,49,59,53,31,21,11,12,11,17,26,35,33,31,31,26,22
2017/11/28,新竹,O3,16,11,3,0.6,0,0.4,0.8,1.9,4.5,7.8,16,34,37,43,37,33,24,14,6.3,5.9,6.1,6.1,7.8,9.6
2017/11/28,新竹,PM10,23,22,25,23,17,19,24,29,31,38,0,63,53,41,40,41,39,42,43,46,58,60,57,65
2017/11/28,新竹,PM2.5,15,13,12,15,13,9,10,11,13,19,-2,26,24,17,8,10,15,16,18,19,19,22,24,25
2017/11/28,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/11/28,新竹,RH,78,80,84,85,86,84,83,80,75,73,66,64,66,67,71,77,78,80,81,84,86,87,88,89
2017/11/28,新竹,SO2,0.8,1.4,1.4,1.5,1.5,1.6,2.1,2,2.6,6.8,5.7,4,4,3.7,3.3,2.9,3.3,2.9,3.1,3,2.7,2.7,2.6,3
2017/11/28,新竹,THC,2.1,2.3,2.5,2.6,2.4,2.2,2.1,2.2,2.5,2.6,2.4,2.2,2,1.9,1.9,1.9,1.9,2.2,2.2,2.2,2.2,2.2,2.2,2.1
2017/11/28,新竹,WD_HR,110,288,187,111,70,66,57,55,41,67,61,0.5,304,299,298,300,297,252,184,222,234,235,234,180
2017/11/28,新竹,WIND_DIREC,140,238,206,98,59,33,41,45,40,80,53,309,303,296,303,306,309,274,162,214,245,239,260,165
2017/11/28,新竹,WIND_SPEED,0.6,0.7,0.5,0.9,0.7,0.9,0.6,0.8,0.9,1,1.2,1.5,1.8,2,2.9,1.9,0.9,0.7,1.3,0.7,0.9,0.9,0.6,0.8
2017/11/28,新竹,WS_HR,0.3,0.5,0.5,0.5,0.7,0.7,0.7,0.6,0.7,0.6,0.9,0.8,1.3,1.9,1.8,1,0.8,0.7,0.9,0.6,0.9,0.6,0.4,0.8
2017/11/29,新竹,AMB_TEMP,23,22,22,22,21,21,21,21,22,23,23,24,24,24,24,24,23,23,23,23,23,23,22,22
2017/11/29,新竹,CH4,2,2.2,2,2.1,2.1,2.2,2.5,2.3,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,2,2,1.9,1.9
2017/11/29,新竹,CO,0.46,0.67,0.41,0.43,0.42,0.51,0.71,0.8,0.69,0.75,0.7,0.7,0.65,0.6,0.62,0.54,0.58,0.67,0.71,0.68,0.63,0.62,0.44,0.39
2017/11/29,新竹,NMHC,0.29,0.44,0.2,0.17,0.2,0.24,0.35,0.32,0.28,0.29,0.28,0.29,0.23,0.16,0.14,0.11,0.12,0.16,0.16,0.17,0.19,0.24,0.13,0.11
2017/11/29,新竹,NO,1,13,3.6,3,8.1,15,37,20,11,6,1.9,1.3,1.8,1.3,-0.2,-0.6,-0.8,-1,-0.6,-0.6,-0.8,-0.8,-0.8,-0.8
2017/11/29,新竹,NO2,25,21,16,17,16,16,13,22,22,25,20,20,20,21,14,10,12,16,20,17,17,18,13,13
2017/11/29,新竹,NOx,26,34,20,20,24,30,50,41,33,31,22,22,22,22,14,9.8,11,15,20,16,16,18,12,12
2017/11/29,新竹,O3,3.9,0.3,0.3,0.2,0,0.2,0.3,2.3,6.4,11,26,32,41,47,65,79,72,61,52,51,44,36,34,32
2017/11/29,新竹,PM10,65,53,37,32,32,27,31,48,61,82,103,109,119,131,128,101,83,79,83,90,91,93,68,42
2017/11/29,新竹,PM2.5,28,26,16,15,18,14,16,29,38,47,59,65,69,76,79,68,59,56,58,56,57,59,40,13
2017/11/29,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/11/29,新竹,RH,89,89,87,87,87,88,89,91,88,88,87,84,81,81,82,81,83,84,83,83,85,87,90,90
2017/11/29,新竹,SO2,2,2.7,2.7,2.7,2.6,2.3,2.8,3.1,3.4,3.1,2.5,2.5,3.3,4,2.9,2.3,2.2,2.1,3.1,2.3,2.8,4,3.2,3.6
2017/11/29,新竹,THC,2.3,2.7,2.2,2.3,2.3,2.4,2.8,2.6,2.3,2.3,2.3,2.3,2.2,2.2,2.1,2,2,2.1,2.1,2.1,2.2,2.2,2,2
2017/11/29,新竹,WD_HR,107,102,46,27,96,151,222,293,304,340,285,290,265,277,295,293,266,222,82,53,52,48,45,43
2017/11/29,新竹,WIND_DIREC,146,100,42,97,57,180,191,285,17,303,260,297,257,307,293,289,245,189,45,61,53,42,48,39
2017/11/29,新竹,WIND_SPEED,0.4,0.7,0.8,0.6,0.6,0.8,0.7,1.1,0.8,1.8,1.7,1.7,1.7,1.8,1.5,1.5,1,0.8,1.5,1.6,1,1.6,3.2,2.6
2017/11/29,新竹,WS_HR,0.5,0.3,0.6,0.4,0.5,0.5,0.6,0.4,0.4,0.6,1.3,1.1,1.4,1.7,1.4,1.3,0.9,0.5,0.6,1.2,0.9,1.2,2.2,2.4
2017/11/30,新竹,AMB_TEMP,22,22,22,22,22,22,22,22,22,23,23,23,22,22,22,22,21,21,21,20,20,20,20,19
2017/11/30,新竹,CH4,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2017/11/30,新竹,CO,0.36,0.35,0.33,0.26,0.22,0.22,0.24,0.32,0.32,0.3,0.3,0.32,0.3,0.29,0.31,0.31,0.33,0.34,0.32,0.31,0.28,0.27,0.25,0.23
2017/11/30,新竹,NMHC,0.08,0.06,0.06,0.05,0.04,0.05,0.05,0.07,0.07,0.09,0.1,0.11,0.08,0.07,0.08,0.09,0.09,0.09,0.09,0.07,0.06,0.06,0.05,0.05
2017/11/30,新竹,NO,-1.1,0.6,0.7,0.6,0.7,0.6,0.8,1.2,1.7,2.6,2.7,1.9,1.4,1.1,1.4,1.4,1.5,1.1,1,1,0.9,1,0.7,0.6
2017/11/30,新竹,NO2,9.3,6.5,8.4,6.5,4.8,5.5,7.6,11,12,14,13,11,9.3,8.4,9.3,12,12,13,12,10,9.7,9.2,6.8,5.1
2017/11/30,新竹,NOx,8.2,7.1,9.1,7,5.5,6.2,8.3,12,14,17,16,13,11,9.5,11,13,14,14,13,11,11,10,7.5,5.7
2017/11/30,新竹,O3,37,38,35,36,35,34,31,28,28,28,30,32,34,36,34,33,32,32,32,33,31,32,34,36
2017/11/30,新竹,PM10,39,30,27,24,17,13,17,22,17,19,26,28,26,24,23,26,25,22,20,15,13,15,15,16
2017/11/30,新竹,PM2.5,6,4,1,1,1,1,5,8,8,8,9,9,8,8,4,5,7,8,3,5,11,8,8,5
2017/11/30,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/11/30,新竹,RH,89,88,87,87,86,84,85,85,83,81,80,82,83,83,82,81,81,83,84,85,86,86,85,84
2017/11/30,新竹,SO2,3.3,2.9,4,2.8,2.1,2.2,2.2,2,2.2,2.7,3.1,2.4,2.2,1.8,1.9,2.2,2.2,2.2,2.2,2,1.9,1.9,1.8,1.8
2017/11/30,新竹,THC,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017/11/30,新竹,WD_HR,44,47,43,41,42,46,47,43,46,44,42,46,45,46,44,44,46,41,43,41,40,40,41,42
2017/11/30,新竹,WIND_DIREC,34,47,41,35,41,42,51,46,53,41,41,43,51,43,40,41,44,43,44,42,38,41,38,47
2017/11/30,新竹,WIND_SPEED,3.1,3,3.8,4.6,4.9,4.4,4.4,3.9,3.9,5,4.8,4.8,4.9,6.1,5.6,5,5.1,6.1,6.5,5.4,6.8,5.4,7.1,5.5
2017/11/30,新竹,WS_HR,2.4,2.8,3.4,3.9,4.1,3.7,3.7,3.3,3.7,4.3,4.2,4.1,4.7,4.7,4.5,4.4,4.2,4.9,5.4,5.4,5.6,5.2,5,4.9
2017/12/01,新竹,AMB_TEMP,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,19,19,19,19,20,20,20
2017/12/01,新竹,CH4,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017/12/01,新竹,CO,0.24,0.15,0.16,0.18,0.19,0.19,0.21,0.28,0.28,0.32,0.29,0.26,0.22,0.23,0.26,0.26,0.27,0.29,0.34,0.32,0.3,0.29,0.27,0.22
2017/12/01,新竹,NMHC,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.08,0.09,0.12,0.15,0.14,0.1,0.11,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.1,0.08,0.06
2017/12/01,新竹,NO,0.6,0.6,0.4,0.6,0.5,0.5,0.7,1,1.8,2.6,3.5,2.9,2.3,2.1,2.1,2.3,1.7,1,1.2,1.1,1,0.8,0.8,0.3
2017/12/01,新竹,NO2,4.6,2.7,2.6,2.8,3.2,4,5,8.7,11,13,14,12,9.3,10,12,14,14,13,14,13,12,11,8.2,6.1
2017/12/01,新竹,NOx,5.2,3.2,3,3.3,3.7,4.6,5.7,9.7,13,16,17,15,12,12,14,16,16,15,15,14,13,12,8.9,6.4
2017/12/01,新竹,O3,37,39,39,39,39,38,36,31,30,30,29,31,34,32,29,28,28,28,27,28,29,31,35,37
2017/12/01,新竹,PM10,15,15,16,14,14,16,13,14,25,34,32,25,24,24,21,20,23,25,28,26,24,17,11,15
2017/12/01,新竹,PM2.5,7,9,8,8,7,8,10,11,12,14,15,10,7,10,10,7,8,14,15,12,12,12,8,5
2017/12/01,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.2,NR,NR,NR,NR,NR
2017/12/01,新竹,RH,84,83,83,83,82,81,81,80,79,76,77,78,77,79,79,80,79,80,83,85,84,81,79,79
2017/12/01,新竹,SO2,2.3,1.5,1.3,1.5,1.5,1.7,1.7,1.9,2,2.4,2.5,2.1,2.1,1.9,2.2,2.2,2.2,1.9,1.8,2.1,2.3,2.4,2.3,2.1
2017/12/01,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.9,1.9
2017/12/01,新竹,WD_HR,42,46,42,40,45,42,43,43,43,43,45,43,42,43,47,42,41,44,47,44,51,53,50,45
2017/12/01,新竹,WIND_DIREC,39,48,46,40,46,39,46,41,42,44,52,41,41,52,43,44,45,53,47,47,45,49,53,47
2017/12/01,新竹,WIND_SPEED,6.5,4.8,5.5,5.3,5.4,5.4,6,5.5,5.9,5.4,5.1,6.7,6.5,4.8,5,4.8,4.5,4.1,4.4,4.5,5.3,5.3,5.3,5.6
2017/12/01,新竹,WS_HR,5.2,5,4.7,4.8,4.6,4.3,4.8,4.8,4.5,4.4,4.2,4.5,5.1,4.1,4.1,4.7,4.3,4.6,3.6,3.9,3.9,4.2,4.2,4.5
2017/12/02,新竹,AMB_TEMP,20,20,20,20,20,19,19,19,19,20,21,22,22,22,22,22,22,21,21,21,21,21,20,20
2017/12/02,新竹,CH4,1.9,1.9,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8
2017/12/02,新竹,CO,0.19,0.2,0.19,0.18,0.18,0.19,0.22,0.27,0.31,0.34,0.35,0.34,0.32,0.3,0.33,0.34,0.37,0.37,0.36,0.34,0.32,0.29,0.24,0.2
2017/12/02,新竹,NMHC,0.05,0.05,0.05,0.05,0.05,0.04,0.06,0.08,0.09,0.12,0.13,0.12,0.12,0.1,0.13,0.15,0.14,0.15,0.13,0.12,0.12,0.09,0.07,0.06
2017/12/02,新竹,NO,0.6,-0.3,-0.2,-0.1,-0.3,-0.3,-0.3,0,1,2,2.4,3.1,2.8,2.4,2.1,1.8,1.2,0.9,0.7,0.6,0.2,0.2,0.2,-0.2
2017/12/02,新竹,NO2,5.2,5.2,4.6,4.6,4.4,4.7,6.9,10,12,15,14,13,12,11,14,16,16,17,18,16,16,15,11,9.7
2017/12/02,新竹,NOx,5.8,4.9,4.4,4.5,4,4.4,6.6,10,13,17,17,16,15,14,16,18,17,18,18,16,16,15,11,9.5
2017/12/02,新竹,O3,37,38,38,37,37,37,33,29,28,26,26,30,31,31,27,25,24,22,20,22,22,24,30,32
2017/12/02,新竹,PM10,15,11,11,12,10,9,13,17,18,18,17,17,19,16,15,16,12,12,18,19,18,20,19,15
2017/12/02,新竹,PM2.5,10,15,7,4,4,3,5,8,8,8,9,8,8,13,8,6,7,1,1,11,18,14,9,8
2017/12/02,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/12/02,新竹,RH,79,79,79,78,79,80,83,85,82,81,79,74,73,72,74,75,74,79,80,81,82,84,85,85
2017/12/02,新竹,SO2,1.5,2.8,2.6,2.6,2.6,2.5,2.5,2.5,2.5,3,2.6,2.7,2.4,2.4,2.7,3,2.6,2.6,2.9,3.1,3.1,2.7,2.3,2
2017/12/02,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,2,1.9,2,2,2,2,2,2,2,1.9,1.9,1.9
2017/12/02,新竹,WD_HR,48,51,53,55,56,63,49,50,54,43,49,54,47,54,49,55,47,47,46,53,50,43,47,44
2017/12/02,新竹,WIND_DIREC,48,45,65,47,60,48,48,50,49,42,57,62,43,59,44,48,40,48,45,45,45,42,53,52
2017/12/02,新竹,WIND_SPEED,4.8,5.4,5.6,4.5,5.1,4.3,3.8,3.1,4.2,5.6,3.9,4.5,4.6,4.5,3.7,2.7,4.4,5,4,3.9,3.8,4.4,4,3.8
2017/12/02,新竹,WS_HR,4.3,4.1,4.3,3.7,4,4.1,3.3,2.9,3.1,3.9,3.8,3.4,3.6,3.5,3.1,3.1,2.9,3.4,3.3,2.9,3.1,3.1,3.6,3.4
2017/12/03,新竹,AMB_TEMP,20,20,20,20,20,20,20,20,21,20,20,21,21,21,21,22,22,21,21,21,21,21,21,20
2017/12/03,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8
2017/12/03,新竹,CO,0.18,0.22,0.21,0.2,0.2,0.2,0.22,0.23,0.26,0.27,0.27,0.3,0.29,0.27,0.29,0.34,0.41,0.4,0.43,0.35,0.28,0.27,0.25,0.22
2017/12/03,新竹,NMHC,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.13,0.14,0.14,0.1,0.09,0.08,0.07,0.06
2017/12/03,新竹,NO,-0.1,0.1,0,0,-0.1,0.3,0.3,0.4,0.7,0.4,0.6,0.9,1.1,0.9,1.7,1.8,1.3,0.8,0.9,0.6,0.2,0.1,0,0.3
2017/12/03,新竹,NO2,7.4,5.5,5,4.3,3.9,4,4.6,5,7.7,8.6,8.6,10,9,7.6,8.3,12,14,17,18,12,11,11,7.3,5
2017/12/03,新竹,NOx,7.4,5.6,5,4.3,3.8,4.4,4.9,5.5,8.4,9,9.1,11,10,8.6,10,13,15,18,19,12,11,11,7.3,5.3
2017/12/03,新竹,O3,35,35,35,36,36,35,34,33,32,32,33,32,34,35,34,30,27,22,20,29,33,34,37,39
2017/12/03,新竹,PM10,14,16,12,9,13,14,9,12,19,16,15,17,22,23,19,17,14,20,25,25,27,25,22,22
2017/12/03,新竹,PM2.5,5,2,6,8,5,2,3,7,6,6,8,12,10,6,8,8,3,2,11,16,16,12,11,8
2017/12/03,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/12/03,新竹,RH,84,84,84,84,85,85,85,85,84,84,85,81,80,80,77,76,76,81,80,80,78,77,78,76
2017/12/03,新竹,SO2,2.6,0.7,0.9,0.6,0.5,0.5,0.6,0.6,1.1,1.4,1.3,1.7,1.4,0.9,0.9,1.5,1.4,2.4,2,0.9,1,1.3,1,0.5
2017/12/03,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,2,2,1.9,1.9,1.9,1.9
2017/12/03,新竹,WD_HR,49,51,53,51,49,50,43,47,41,45,48,45,49,47,51,49,50,49,63,54,45,44,46,59
2017/12/03,新竹,WIND_DIREC,54,53,53,63,41,48,42,50,40,42,42,48,42,61,63,43,45,66,57,46,44,48,56,62
2017/12/03,新竹,WIND_SPEED,3.6,2.8,3.4,3.3,3.2,3,4.4,3.9,4.6,4,4.3,4.7,4.9,3.7,3.3,3.3,3.4,3,2.7,3.7,3.8,3.8,3.8,2.5
2017/12/03,新竹,WS_HR,2.9,2.4,2.6,2.5,2.6,2.4,3.2,3,3.7,3.4,3.7,3.4,3.4,4,2.8,2.7,2.8,2.7,2.5,2.7,3.3,3.3,3.5,2.5
2017/12/04,新竹,AMB_TEMP,20,20,20,19,19,19,19,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,18
2017/12/04,新竹,CH4,1.8,1.9,1.8,1.9,1.9,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017/12/04,新竹,CO,0.22,0.21,0.2,0.2,0.21,0.22,0.24,0.33,0.32,0.29,0.32,0.34,0.33,0.34,0.38,0.44,0.51,0.61,0.61,0.53,0.46,0.45,0.41,0.37
2017/12/04,新竹,NMHC,0.05,0.06,0.04,0.06,0.09,0.07,0.05,0.08,0.1,0.08,0.09,0.12,0.09,0.11,0.11,0.16,0.18,0.19,0.14,0.11,0.09,0.09,0.09,0.06
2017/12/04,新竹,NO,0.3,0,-0.2,-0.3,-0.1,-0.2,0.1,0.4,0.8,1.4,1.5,1.1,0,0.1,0.5,0.4,0.3,0.2,-0.1,0.3,0.5,0.4,0.4,0.4
2017/12/04,新竹,NO2,6.5,6.9,6,8,10,8.5,7.1,13,11,8.8,9.1,13,0,11,14,18,19,19,18,14,11,10,9.5,8
2017/12/04,新竹,NOx,6.8,6.9,5.8,7.7,10,8.3,7.2,13,12,10,11,14,0,11,15,18,19,20,18,14,11,11,9.9,8.4
2017/12/04,新竹,O3,35,35,35,32,30,31,31,27,27,32,33,30,43,0,51,43,42,52,52,52,54,53,48,50
2017/12/04,新竹,PM10,22,23,21,26,31,32,33,35,39,39,34,34,39,43,0,68,73,86,91,85,78,68,61,63
2017/12/04,新竹,PM2.5,5,8,8,11,12,8,10,14,16,13,12,11,13,18,-2,41,46,52,56,50,41,33,28,30
2017/12/04,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/12/04,新竹,RH,75,75,75,76,78,79,78,78,75,69,66,65,67,67,69,70,71,72,70,70,65,63,63,62
2017/12/04,新竹,SO2,1,2.4,3.1,2.8,3,2.8,2.6,2.6,2.7,2.7,2.3,1.9,1.6,1.9,2.1,2.3,2.6,2.8,2.7,2.8,2.5,2.2,2.4,2.6
2017/12/04,新竹,THC,1.9,1.9,1.9,1.9,2,1.9,1.9,1.9,2,1.9,1.9,2,1.9,2,2,2,2,2.1,2,2,2,2,2,1.9
2017/12/04,新竹,WD_HR,65,62,63,61,48,47,62,57,49,45,55,49,48,46,49,52,50,57,53,56,61,58,55,61
2017/12/04,新竹,WIND_DIREC,65,60,67,53,44,56,59,42,48,51,51,51,51,40,43,48,55,55,52,64,50,59,60,61
2017/12/04,新竹,WIND_SPEED,3,2.9,2.4,2.7,2.8,3.2,2.7,4.5,4.5,4.2,4.2,4.7,4.5,5.7,4.9,4.9,4.5,3.9,4.4,5.3,4.6,4.1,5.3,5.2
2017/12/04,新竹,WS_HR,2.3,2.4,2.5,2,1.9,2.9,2.8,2.6,3.8,4.2,3.5,4.2,3.7,4.3,4.2,3.5,3.8,3.7,3.8,4.1,4.3,3.6,3.9,4.2
2017/12/05,新竹,AMB_TEMP,18,18,18,18,18,17,17,17,17,18,18,18,18,18,18,18,17,16,16,16,16,16,16,16
2017/12/05,新竹,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2017/12/05,新竹,CO,0.36,0.28,0.27,0.24,0.24,0.24,0.24,0.32,0.4,0.31,0.28,0.33,0.31,0.3,0.29,0.29,0.32,0.35,0.37,0.36,0.32,0.29,0.28,0.24
2017/12/05,新竹,NMHC,0.06,0.06,0.07,0.07,0.08,0.07,0.07,0.09,0.13,0.1,0.09,0.12,0.1,0.11,0.09,0.1,0.13,0.15,0.15,0.15,0.1,0.08,0.07,0.06
2017/12/05,新竹,NO,0.5,-0.9,-0.8,-0.9,-0.7,-0.8,-0.7,-0.3,1.3,1.7,79,1.5,0.9,0.8,1.1,0.8,0.7,0.2,-0.2,-0.2,-0.2,-0.2,-0.3,-0.6
2017/12/05,新竹,NO2,7.1,4.8,4.6,4.2,5.7,6.2,7.4,14,20,15,6.9,13,11,11,11,12,15,16,16,15,15,12,9.9,7.6
2017/12/05,新竹,NOx,7.6,4,3.8,3.3,5,5.5,6.7,14,22,16,86,15,12,12,13,12,16,16,15,15,15,11,9.6,7.1
2017/12/05,新竹,O3,50,51,50,50,46,44,42,34,29,36,40,38,39,39,39,41,37,36,37,36,38,42,44,46
2017/12/05,新竹,PM10,67,68,63,58,57,55,51,47,48,54,62,66,63,56,56,59,58,56,57,47,42,43,43,45
2017/12/05,新竹,PM2.5,36,37,32,29,26,25,26,23,23,27,24,26,28,24,27,26,22,24,28,27,24,26,22,18
2017/12/05,新竹,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2017/12/05,新竹,RH,62,62,63,61,60,64,66,70,68,63,62,63,63,63,63,63,64,66,65,66,68,67,66,65
2017/12/05,新竹,SO2,2.7,1.4,1.8,1.8,2.1,2.2,2,2.4,3.1,2.5,2.2,2.6,2.5,2.4,2.2,2.4,2.5,2.2,1.9,2.1,2.6,2.3,2.4,2.3
2017/12/05,新竹,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,1.9,1.9,1.9,1.8
2017/12/05,新竹,WD_HR,53,50,49,54,54,65,58,68,65,53,54,51,58,61,62,55,62,55,57,64,68,67,68,67
2017/12/05,新竹,WIND_DIREC,49,46,49,47,63,57,51,64,67,50,48,44,48,68,49,64,63,60,61,67,68,66,66,69
2017/12/05,新竹,WIND_SPEED,4.6,4,4.4,3.7,3.7,4.3,3.4,3.9,4,5.2,4.7,5.2,4.7,4.7,4.2,4.7,4.4,4.1,3.9,4.7,4.5,4.6,4.8,5.1
